Date,Time,IATA,Airport,City,State,Checkpoint,Total_pax_kcm_pax
2023-07-05,14:00,IAH,George Bush Intercontinental/Houston,Houston,TX,21/B-Employee,79.0
2023-07-05,14:00,IAH,George Bush Intercontinental/Houston,Houston,TX,30/CN Terminal,510.0
2023-07-05,14:00,IAH,George Bush Intercontinental/Houston,Houston,TX,31/CS Terminal,408.0
2023-07-05,14:00,IAH,George Bush Intercontinental/Houston,Houston,TX,40/D Terminal,484.0
2023-07-05,14:00,IAH,George Bush Intercontinental/Houston,Houston,TX,71/FIS Checkpoint,364.0
2023-07-05,14:00,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,Wichita Main,189.0
2023-07-05,14:00,IDA,Idaho Falls Regional,Idaho Falls,ID,IDA-Ckpt,8.0
2023-07-05,14:00,ILG,New Castle,New Castle,DE,ILG1,90.0
2023-07-05,14:00,ILM,Wilmington International,Wilmington,NC,Terminal,104.0
2023-07-05,14:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,530.0
2023-07-05,14:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint B,490.0
2023-07-05,14:00,INL,Falls International/Einarson Field,International Falls,MN,Gate,48.0
2023-07-05,14:00,IPL,Imperial County,Imperial,CA,IPL01,4.0
2023-07-05,14:00,ISP,Long Island Mac Arthur,Ronkonkoma,NY,ISP East,350.0
2023-07-05,14:00,ITH,Ithaca Tompkins International,Ithaca,NY,0240,62.0
2023-07-05,14:00,ITO,Hilo International,Hilo,HI,ITO01,107.0
2023-07-05,14:00,IWA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,223.0
2023-07-05,14:00,IWD,Gogebic/Iron County,Ironwood,MI,Gate,7.0
2023-07-05,14:00,JAC,Jackson Hole,Jackson,WY,JAC 01,109.0
2023-07-05,14:00,JAN,Jackson-Medgar Wiley Evers International,Jackson,MS,JAN-East,30.0
2023-07-05,14:00,JAN,Jackson-Medgar Wiley Evers International,Jackson,MS,JAN-West,35.0
2023-07-05,14:00,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,510.0
2023-07-05,14:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,890.0
2023-07-05,14:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 4 FIS CP,692.0
2023-07-05,14:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 4 Main,
2023-07-05,14:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 5,
2023-07-05,14:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 7,480.0
2023-07-05,14:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 8,
2023-07-05,14:00,JNU,Juneau International,Juneau,AK,JNU-01,29.0
2023-07-05,14:00,KOA,Ellison Onizuka Kona International at Keahole,Kailua-Kona,HI,KOA03,402.0
2023-07-05,14:00,KTN,Ketchikan International,Ketchikan,AK,KTN-01,123.0
2023-07-05,14:00,LAN,Capital Region International,Lansing,MI,Gate,30.0
2023-07-05,14:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,657.0
2023-07-05,14:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - C,263.0
2023-07-05,14:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - CX,853.0
2023-07-05,14:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - D,622.0
2023-07-05,14:00,LAS,Harry Reid International,Las Vegas,NV,Terminal 3 - E Upper,858.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Suites,6.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,TBIT Main Checkpoint,
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 1 - Passenger,256.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 1.5 – Passenger,427.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 3 - Delta One,30.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 3 - Passenger,977.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 4 - FIS,67.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 4 - Passenger,479.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 5 - Passenger,420.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 5A - Passenger,217.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 6 - Passenger,345.0
2023-07-05,14:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 7 - Passenger,707.0
2023-07-05,14:00,LBB,Lubbock Preston Smith International,Lubbock,TX,LBBA,110.0
2023-07-05,14:00,LBE,Arnold Palmer Regional,Latrobe,PA,Main Terminal,8.0
2023-07-05,14:00,LCH,Lake Charles Regional,Lake Charles,LA,LCH01,47.0
2023-07-05,14:00,LEX,Blue Grass,Lexington,KY,LEX-A,66.0
2023-07-05,14:00,LFT,Lafayette Regional/Paul Fournet Field,Lafayette,LA,LFT01,81.0
2023-07-05,14:00,LGA,LaGuardia,Flushing,NY,TA CHK,224.0
2023-07-05,14:00,LGA,LaGuardia,Flushing,NY,TB-CHK,
2023-07-05,14:00,LGA,LaGuardia,Flushing,NY,TC CHK West,996.0
2023-07-05,14:00,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,177.0
2023-07-05,14:00,LIH,Lihue,Lihue,HI,LIH01,202.0
2023-07-05,14:00,LIT,Bill and Hillary Clinton National/Adams Field,Little Rock,AR,LITA,118.0
2023-07-05,14:00,LNK,Lincoln,Lincoln,NE,North Hold,7.0
2023-07-05,14:00,LNS,Lancaster,Lititz,PA,Cape Air Hold Area,6.0
2023-07-05,14:00,LSE,La Crosse Regional,La Crosse,WI,Gate,30.0
2023-07-05,14:00,LWB,Greenbrier Valley,Lewisburg,WV,Main Terminal,16.0
2023-07-05,14:00,LWS,Lewiston/Nez Perce County,Lewiston,ID,LWS-Ckpt,3.0
2023-07-05,14:00,MAF,Midland International Air And Space Port,Midland,TX,MAFA,103.0
2023-07-05,14:00,MBL,Manistee County/Blacker,Manistee,MI,MBL1,7.0
2023-07-05,14:00,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,
2023-07-05,14:00,MCN,Middle Georgia Regional,Macon,GA,MCN-A,29.0
2023-07-05,14:00,MCO,Orlando International,Orlando,FL,EAST Checkpoint,
2023-07-05,14:00,MCO,Orlando International,Orlando,FL,EAST FIS,22.0
2023-07-05,14:00,MCO,Orlando International,Orlando,FL,SOUTH Checkpoint,720.0
2023-07-05,14:00,MCO,Orlando International,Orlando,FL,WEST Checkpoint,
2023-07-05,14:00,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,83.0
2023-07-05,14:00,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,807.0
2023-07-05,14:00,MEM,Memphis International,Memphis,TN,MEM-B,297.0
2023-07-05,14:00,MFE,Mc Allen Miller International,McAllen,TX,MFE01,61.0
2023-07-05,14:00,MFR,Rogue Valley International - Medford,Medford,OR,MFRZ,115.0
2023-07-05,14:00,MGM,Montgomery Regional (Dannelly Field),Montgomery,AL,MGM-A,30.0
2023-07-05,14:00,MGW,Morgantown Municipal (Walter L Bill Hart Field),Morgantown,WV,MGW-01,10.0
2023-07-05,14:00,MHT,Manchester Boston Regional,Manchester,NH,Checkpoint,199.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,Central-E,406.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,Central-FA-Upper,185.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,Central-G,315.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,North 1,273.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,North 2,440.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,North 3,485.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,North 4,233.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,North FIS,367.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,South-H,511.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,South-J1,425.0
2023-07-05,14:00,MIA,Miami International,Miami,FL,South-J2,476.0
2023-07-05,14:00,MKE,General Mitchell International,Milwaukee,WI,CONC C,262.0
2023-07-05,14:00,MKE,General Mitchell International,Milwaukee,WI,CONC D,244.0
2023-07-05,14:00,MKL,Mc Kellar-Sipes Regional,Jackson,TN,MKL-A,7.0
2023-07-05,14:00,MLB,Melbourne Orlando International,Melbourne,FL,MLB A,70.0
2023-07-05,14:00,MLI,Quad Cities International,Moline,IL,Checkpoint A,61.0
2023-07-05,14:00,MOB,Mobile Regional,Mobile,AL,MOB-A,34.0
2023-07-05,14:00,MOT,Minot International,Minot,ND,Gate,22.0
2023-07-05,14:00,MRY,Monterey Regional,Monterey,CA,MRY02,27.0
2023-07-05,14:00,MSN,Dane County Regional/Truax Field,Madison,WI,Checkpoint Alpha,126.0
2023-07-05,14:00,MSN,Dane County Regional/Truax Field,Madison,WI,Checkpoint Bravo,63.0
2023-07-05,14:00,MSO,Missoula Montana,Missoula,MT,Main Security Screen,89.0
2023-07-05,14:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,North CP,596.0
2023-07-05,14:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,P-7,32.0
2023-07-05,14:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,808.0
2023-07-05,14:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,T2 CP1,279.0
2023-07-05,14:00,MSY,Louis Armstrong New Orleans International,Kenner,LA,MSY01,925.0
2023-07-05,14:00,MTJ,Montrose Regional,Montrose,CO,MTJZ,156.0
2023-07-05,14:00,MVY,Martha's Vineyard,Vineyard Haven,MA,Gate 1,134.0
2023-07-05,14:00,MWA,Veterans Airport Of Southern Illinois,Marion,IL,Checkpoint A,6.0
2023-07-05,14:00,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,324.0
2023-07-05,14:00,OAJ,Albert J Ellis,Richlands,NC,Terminal,18.0
2023-07-05,14:00,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,300.0
2023-07-05,14:00,OAK,Metropolitan Oakland International,Oakland,CA,TERM2,449.0
2023-07-05,14:00,OGG,Kahului,"Kahului, Maui",HI,OGG01,348.0
2023-07-05,14:00,OGG,Kahului,"Kahului, Maui",HI,OGG02,193.0
2023-07-05,14:00,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,492.0
2023-07-05,14:00,OMA,Eppley Airfield,Omaha,NE,Terminal A,160.0
2023-07-05,14:00,OMA,Eppley Airfield,Omaha,NE,Terminal B,485.0
2023-07-05,14:00,ONT,Ontario International,Ontario,CA,T2,158.0
2023-07-05,14:00,ONT,Ontario International,Ontario,CA,T4,186.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,1,856.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,10,979.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,10A,14.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,11,190.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,2,502.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,3A,190.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,4B,52.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,5,437.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,6,166.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,6A,62.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,7,323.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,7A,274.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,8,167.0
2023-07-05,14:00,ORD,Chicago O'Hare International,Chicago,IL,9,196.0
2023-07-05,14:00,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,227.0
2023-07-05,14:00,ORF,Norfolk International,Norfolk,VA,Conc. B Checkpoint,237.0
2023-07-05,14:00,ORH,Worcester Regional,Worcester,MA,Checkpoint 1,89.0
2023-07-05,14:00,PAE,Snohomish County (Paine Field),Snohomish County,WA,PAE Main,79.0
2023-07-05,14:00,PBG,Plattsburgh International,Plattsburgh,NY,Checkpoint 1,13.0
2023-07-05,14:00,PBI,Palm Beach International,West Palm Beach,FL,PBI A/B,261.0
2023-07-05,14:00,PBI,Palm Beach International,West Palm Beach,FL,PBI C,278.0
2023-07-05,14:00,PDX,Portland International,Portland,OR,PDX A/B/C,661.0
2023-07-05,14:00,PDX,Portland International,Portland,OR,PDX D/E,437.0
2023-07-05,14:00,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,130.0
2023-07-05,14:00,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,23.0
2023-07-05,14:00,PHL,Philadelphia International,Philadelphia,PA,A East,505.0
2023-07-05,14:00,PHL,Philadelphia International,Philadelphia,PA,A West Sec 7,180.0
2023-07-05,14:00,PHL,Philadelphia International,Philadelphia,PA,Checkpoint B,340.0
2023-07-05,14:00,PHL,Philadelphia International,Philadelphia,PA,Checkpoint C,269.0
2023-07-05,14:00,PHL,Philadelphia International,Philadelphia,PA,Checkpoint D\E,406.0
2023-07-05,14:00,PHL,Philadelphia International,Philadelphia,PA,Checkpoint F,132.0
2023-07-05,14:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,607.0
2023-07-05,14:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,698.0
2023-07-05,14:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 B,383.0
2023-07-05,14:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 C,459.0
2023-07-05,14:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 D,401.0
2023-07-05,14:00,PIA,General Downing - Peoria International,Peoria,IL,Checkpoint A,187.0
2023-07-05,14:00,PIE,St Pete-Clearwater International,Clearwater,FL,PIE A,216.0
2023-07-05,14:00,PIE,St Pete-Clearwater International,Clearwater,FL,PIE B,252.0
2023-07-05,14:00,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,591.0
2023-07-05,14:00,PLN,Pellston Regional/Emmet County,Pellston,MI,PLN1,44.0
2023-07-05,14:00,PNS,Pensacola International,Pensacola,FL,PNS-A,307.0
2023-07-05,14:00,PSE,Mercedita,Ponce,PR,Mercedita Airport,70.0
2023-07-05,14:00,PSG,Petersburg James A Johnson,Petersburg,AK,PSG-01,42.0
2023-07-05,14:00,PSP,Palm Springs International,Palm Springs,CA,PSP01,154.0
2023-07-05,14:00,PVD,Rhode Island TF Green International,Warwick,RI,Checkpoint A,399.0
2023-07-05,14:00,PWM,Portland International Jetport,Portland,ME,Terminal 2,567.0
2023-07-05,14:00,RAP,Rapid City Regional,Rapid City,SD,1,54.0
2023-07-05,14:00,RDD,Redding Municipal,Redding,CA,RDD01,2.0
2023-07-05,14:00,RDM,Roberts Field,Redmond,OR,RDMZ,61.0
2023-07-05,14:00,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,217.0
2023-07-05,14:00,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 2 Checkpoint,
2023-07-05,14:00,RFD,Chicago/Rockford International,Rockford,IL,Checkpoint A,82.0
2023-07-05,14:00,RIC,Richmond International,Richmond,VA,RIC Concourse A,262.0
2023-07-05,14:00,RIC,Richmond International,Richmond,VA,RIC Concourse B,120.0
2023-07-05,14:00,RIW,Central Wyoming Regional,Riverton,WY,RIW 01,3.0
2023-07-05,14:00,RKD,Knox County Regional,Rockland,ME,Gate 1,7.0
2023-07-05,14:00,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,426.0
2023-07-05,14:00,ROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,VA,ROA01,23.0
2023-07-05,14:00,ROC,Frederick Douglass/Greater Rochester International,Rochester,NY,Checkpoint,76.0
2023-07-05,14:00,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,40.0
2023-07-05,14:00,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint C Lower,271.0
2023-07-05,14:00,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint D Lower,173.0
2023-07-05,14:00,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint D Upper,114.0
2023-07-05,14:00,SAN,San Diego International,San Diego,CA,CKPT-2,487.0
2023-07-05,14:00,SAN,San Diego International,San Diego,CA,CKPT-3,589.0
2023-07-05,14:00,SAN,San Diego International,San Diego,CA,CKPT-5,409.0
2023-07-05,14:00,SAN,San Diego International,San Diego,CA,CKPT-6,435.0
2023-07-05,14:00,SAT,San Antonio International,San Antonio,TX,SAT01,819.0
2023-07-05,14:00,SAT,San Antonio International,San Antonio,TX,SAT02,360.0
2023-07-05,14:00,SAV,Savannah/Hilton Head International,Savannah,GA,SAV-A,452.0
2023-07-05,14:00,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,80.0
2023-07-05,14:00,SBD,San Bernardino International,San Bernardino,CA,Checkpoint 1,2.0
2023-07-05,14:00,SBN,South Bend International,South Bend,IN,A CONC,28.0
2023-07-05,14:00,SBP,San Luis County Regional,San Luis Obispo,CA,SBP01,39.0
2023-07-05,14:00,SBY,Salisbury-Ocean City Wicomico Regional,Salisbury,MD,SBY01,15.0
2023-07-05,14:00,SDF,Louisville Muhammad Ali International,Louisville,KY,SDF-A,414.0
2023-07-05,14:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP  IAF,447.0
2023-07-05,14:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 1,378.0
2023-07-05,14:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 2,
2023-07-05,14:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,680.0
2023-07-05,14:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 4,605.0
2023-07-05,14:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 5,294.0
2023-07-05,14:00,SFB,Orlando Sanford International,Sanford,FL,SFB-02,769.0
2023-07-05,14:00,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,78.0
2023-07-05,14:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint A,719.0
2023-07-05,14:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint B,436.0
2023-07-05,14:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint D,635.0
2023-07-05,14:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint F-1,881.0
2023-07-05,14:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint G,455.0
2023-07-05,14:00,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,265.0
2023-07-05,14:00,SGU,St George Regional,St. George,UT,SGUZ,56.0
2023-07-05,14:00,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,37.0
2023-07-05,14:00,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,110.0
2023-07-05,14:00,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal B North,487.0
2023-07-05,14:00,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,418.0
2023-07-05,14:00,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,
2023-07-05,14:00,SLC,Salt Lake City International,Salt Lake City,UT,International,18.0
2023-07-05,14:00,SLC,Salt Lake City International,Salt Lake City,UT,Main,
2023-07-05,14:00,SLN,Salina Regional,Salina,KS,SLN-1,31.0
2023-07-05,14:00,SMF,Sacramento International,Sacramento,CA,Central B,767.0
2023-07-05,14:00,SMF,Sacramento International,Sacramento,CA,Terminal A,145.0
2023-07-05,14:00,SNA,John Wayne/Orange County,Santa Ana,CA,CKPT A,175.0
2023-07-05,14:00,SNA,John Wayne/Orange County,Santa Ana,CA,CKPT B,316.0
2023-07-05,14:00,SNA,John Wayne/Orange County,Santa Ana,CA,CKPT C,365.0
2023-07-05,14:00,SRQ,Sarasota/Bradenton International,Sarasota,FL,SRQ B,229.0
2023-07-05,14:00,STL,St Louis Lambert International,St Louis,MO,T1-A,183.0
2023-07-05,14:00,STL,St Louis Lambert International,St Louis,MO,T1-C,352.0
2023-07-05,14:00,STL,St Louis Lambert International,St Louis,MO,T2-E,287.0
2023-07-05,14:00,STL,St Louis Lambert International,St Louis,MO,T2-F,328.0
2023-07-05,14:00,STS,Charles M Schulz - Sonoma County,Santa Rosa,CA,STS01,119.0
2023-07-05,14:00,STT,Cyril E King,St Thomas,VI,STT B,331.0
2023-07-05,14:00,STX,Henry E Rohlsen,Christiansted,VI,STX-B,138.0
2023-07-05,14:00,SWF,New York Stewart International,New  Windor,NY,Main Checkpoint,17.0
2023-07-05,14:00,SYR,Syracuse Hancock International,North Syracuse,NY,Central,301.0
2023-07-05,14:00,TLH,Tallahassee International,Tallahassee,FL,TLH A,54.0
2023-07-05,14:00,TPA,Tampa International,Tampa,FL,TPA A,477.0
2023-07-05,14:00,TPA,Tampa International,Tampa,FL,TPA C,379.0
2023-07-05,14:00,TPA,Tampa International,Tampa,FL,TPA E,444.0
2023-07-05,14:00,TPA,Tampa International,Tampa,FL,TPA F,441.0
2023-07-05,14:00,TRI,Tri-Cities,Blountville,TN,TRI-A,42.0
2023-07-05,14:00,TTN,Trenton Mercer,Mercer,NJ,767,117.0
2023-07-05,14:00,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,370.0
2023-07-05,14:00,TUS,Tucson International,Tucson,AZ,ACP,16.0
2023-07-05,14:00,TUS,Tucson International,Tucson,AZ,BCP,95.0
2023-07-05,14:00,TVC,Cherry Capital,Traverse City,MI,TVC1,218.0
2023-07-05,14:00,TYS,Mc Ghee Tyson,Alcoa,TN,Checkpoint 1,150.0
2023-07-05,14:00,UNV,University Park,University Park,PA,Main Terminal,44.0
2023-07-05,14:00,VLD,Valdosta Regional,Valdosta,GA,VLD-A,3.0
2023-07-05,14:00,VPS,Eglin AFB/Destin-Ft Walton Beach,Eglin Air Force Base,FL,VPS-A,218.0
2023-07-05,14:00,XNA,Northwest Arkansas National,Bentonville,AR,Checkpoint 2,122.0
2023-07-05,14:00,XWA,Williston Basin International,Williston,ND,Main Checkpoint,22.0
2023-07-05,14:00,YKM,Yakima Air Terminal/Mcallister Field,Yakima,WA,YKM Main,1.0
2023-07-05,15:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,67.0
2023-07-05,15:00,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,453.0
2023-07-05,15:00,ACK,Nantucket Memorial,Nantucket,MA,Main Terminal - 1,77.0
2023-07-05,15:00,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,111.0
2023-07-05,15:00,ADQ,Kodiak,Kodiak,AK,Main Terminal,71.0
2023-07-05,15:00,AEX,Alexandria International,Alexandria,LA,AEX01,41.0
2023-07-05,15:00,AGS,Augusta Regional at Bush Field,Augusta,GA,AGS-1,37.0
2023-07-05,15:00,ALB,Albany International,Albany,NY,Main Checkpoint,497.0
2023-07-05,15:00,AMA,Rick Husband Amarillo International,Amarillo,TX,AMA30,103.0
2023-07-05,15:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,553.0
2023-07-05,15:00,ART,Watertown International,Dexter,NY,Gate Area #1,14.0
2023-07-05,15:00,ASE,Aspen-Pitkin County/Sardy Field,Aspen,CO,Checkpoint 1,77.0
2023-07-05,15:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,E Concourse Checkpoint,649.0
2023-07-05,15:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,F Arrival Checkpoint,453.0
2023-07-05,15:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,F Departure Checkpoint,878.0
2023-07-05,15:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,
2023-07-05,15:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,New T North Checkpoint,803.0
2023-07-05,15:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,T South Checkpoint,
2023-07-05,15:00,ATW,Appleton International,Appleton,WI,Checkpoint,155.0
2023-07-05,15:00,AUG,Augusta State,Augusta,ME,Gate 1,4.0
2023-07-05,15:00,AUS,Austin-Bergstrom International,Austin,TX,AUS01,765.0
2023-07-05,15:00,AUS,Austin-Bergstrom International,Austin,TX,AUS02E,204.0
2023-07-05,15:00,AUS,Austin-Bergstrom International,Austin,TX,AUS02W,457.0
2023-07-05,15:00,AUS,Austin-Bergstrom International,Austin,TX,AUS03,200.0
2023-07-05,15:00,AVL,Asheville Regional,Fletcher,NC,AVL-A,192.0
2023-07-05,15:00,AVP,Wilkes-Barre/Scranton International,Avoca,PA,Checkpoint,8.0
2023-07-05,15:00,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,Main,51.0
2023-07-05,15:00,BDL,Bradley International,Windsor Locks,CT,A1,469.0
2023-07-05,15:00,BFD,Bradford Regional,Lewis Run,PA,BFD01,8.0
2023-07-05,15:00,BFL,Meadows Field,Bakersfield,CA,BFL01,46.0
2023-07-05,15:00,BGM,Greater Binghamton/Edwin A Link Field,Johnson City,NY,0210,20.0
2023-07-05,15:00,BGR,Bangor International,Bangor,ME,Checkpoint 2,174.0
2023-07-05,15:00,BHB,Hancock County/Bar Harbor,Trenton,ME,Gate 1,8.0
2023-07-05,15:00,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,Central,347.0
2023-07-05,15:00,BIL,Billings Logan International,Billings,MT,BILM,50.0
2023-07-05,15:00,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,31.0
2023-07-05,15:00,BLI,Bellingham International,Bellingham,WA,BLIZ,92.0
2023-07-05,15:00,BMI,Central Illinois Regional/Bloomington-Normal,Bloomington,IL,Checkpoint A,89.0
2023-07-05,15:00,BNA,Nashville International,Nashville,TN,BNA Central,
2023-07-05,15:00,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,471.0
2023-07-05,15:00,BOS,General Edward Lawrence Logan International,East Boston,MA,A1,914.0
2023-07-05,15:00,BOS,General Edward Lawrence Logan International,East Boston,MA,B1,531.0
2023-07-05,15:00,BOS,General Edward Lawrence Logan International,East Boston,MA,B5,728.0
2023-07-05,15:00,BOS,General Edward Lawrence Logan International,East Boston,MA,C2,926.0
2023-07-05,15:00,BOS,General Edward Lawrence Logan International,East Boston,MA,E2,931.0
2023-07-05,15:00,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,50.0
2023-07-05,15:00,BTR,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,LA,BTR01,19.0
2023-07-05,15:00,BTV,Burlington International,South Burlington,VT,Main Checkpoint,171.0
2023-07-05,15:00,BUF,Buffalo Niagara International,Cheektowaga,NY,Main Checkpoint,406.0
2023-07-05,15:00,BUR,Bob Hope,Burbank,CA,BUR01,344.0
2023-07-05,15:00,BUR,Bob Hope,Burbank,CA,BUR02,99.0
2023-07-05,15:00,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,A Checkpoint,161.0
2023-07-05,15:00,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,B Checkpoint,295.0
2023-07-05,15:00,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,C Checkpoint,203.0
2023-07-05,15:00,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,D/E Checkpoint,720.0
2023-07-05,15:00,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,243.0
