Date,Time,IATA,Airport,City,State,Checkpoint,Total_pax_kcm_pax
2023-07-02,0:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,240.0
2023-07-02,0:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,34.0
2023-07-02,0:00,AUS,Austin-Bergstrom International,Austin,TX,AUS01,11.0
2023-07-02,0:00,BOS,General Edward Lawrence Logan International,East Boston,MA,E2,3.0
2023-07-02,0:00,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,45.0
2023-07-02,0:00,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,4.0
2023-07-02,0:00,DCA,Ronald Reagan Washington National,Arlington,VA,North Checkpoint,3.0
2023-07-02,0:00,DEN,Denver International,Denver,CO,South,120.0
2023-07-02,0:00,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,14.0
2023-07-02,0:00,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Red 3,8.0
2023-07-02,0:00,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,39.0
2023-07-02,0:00,EWR,Newark Liberty International,Newark,NJ,CKPT-C1,38.0
2023-07-02,0:00,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,77.0
2023-07-02,0:00,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,137.0
2023-07-02,0:00,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T4 Checkpoint,3.0
2023-07-02,0:00,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,113.0
2023-07-02,0:00,GUM,Guam International,Tamuning,GU,GUM01,11.0
2023-07-02,0:00,HNL,Daniel K Inouye International,Honolulu,HI,HNL03,28.0
2023-07-02,0:00,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area:  PreCheck,507.0
2023-07-02,0:00,IAH,George Bush Intercontinental/Houston,Houston,TX,40/D Terminal,22.0
2023-07-02,0:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,5.0
2023-07-02,0:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,277.0
2023-07-02,0:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 4 Main,502.0
2023-07-02,0:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 5,34.0
2023-07-02,0:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 8,76.0
2023-07-02,0:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,15.0
2023-07-02,0:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - D,49.0
2023-07-02,0:00,LAS,Harry Reid International,Las Vegas,NV,Terminal 3 - E Upper,208.0
2023-07-02,0:00,LAX,Los Angeles International,Los Angeles,CA,Suites,4.0
2023-07-02,0:00,LAX,Los Angeles International,Los Angeles,CA,TBIT Main Checkpoint,523.0
2023-07-02,0:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 3 - Passenger,17.0
2023-07-02,0:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 4 - Passenger,16.0
2023-07-02,0:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 5 - Passenger,11.0
2023-07-02,0:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 7 - Passenger,19.0
2023-07-02,0:00,LGA,LaGuardia,Flushing,NY,TB-CHK,12.0
2023-07-02,0:00,LGA,LaGuardia,Flushing,NY,TC CHK West,1.0
2023-07-02,0:00,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,2.0
2023-07-02,0:00,MIA,Miami International,Miami,FL,North 2,53.0
2023-07-02,0:00,MIA,Miami International,Miami,FL,South-J1,28.0
2023-07-02,0:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,34.0
2023-07-02,0:00,ONT,Ontario International,Ontario,CA,T4,51.0
2023-07-02,0:00,ORD,Chicago O'Hare International,Chicago,IL,10,469.0
2023-07-02,0:00,ORD,Chicago O'Hare International,Chicago,IL,4B,17.0
2023-07-02,0:00,ORD,Chicago O'Hare International,Chicago,IL,5,8.0
2023-07-02,0:00,ORD,Chicago O'Hare International,Chicago,IL,6A,27.0
2023-07-02,0:00,PDX,Portland International,Portland,OR,PDX A/B/C,17.0
2023-07-02,0:00,PDX,Portland International,Portland,OR,PDX D/E,25.0
2023-07-02,0:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,17.0
2023-07-02,0:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,28.0
2023-07-02,0:00,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,3.0
2023-07-02,0:00,PSE,Mercedita,Ponce,PR,Mercedita Airport,51.0
2023-07-02,0:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,252.0
2023-07-02,0:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint A,40.0
2023-07-02,0:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint D,13.0
2023-07-02,0:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint F-1,2.0
2023-07-02,0:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint G,109.0
2023-07-02,0:00,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,296.0
2023-07-02,0:00,SLC,Salt Lake City International,Salt Lake City,UT,Main,10.0
2023-07-02,1:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,58.0
2023-07-02,1:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,52.0
2023-07-02,1:00,DCA,Ronald Reagan Washington National,Arlington,VA,North Checkpoint,1.0
2023-07-02,1:00,DEN,Denver International,Denver,CO,South,104.0
2023-07-02,1:00,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,22.0
2023-07-02,1:00,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Red 3,12.0
2023-07-02,1:00,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,19.0
2023-07-02,1:00,EWR,Newark Liberty International,Newark,NJ,CKPT-B3,1.0
2023-07-02,1:00,EWR,Newark Liberty International,Newark,NJ,CKPT-C1,21.0
2023-07-02,1:00,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,123.0
2023-07-02,1:00,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,83.0
2023-07-02,1:00,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T4 Checkpoint,3.0
2023-07-02,1:00,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,213.0
2023-07-02,1:00,GUM,Guam International,Tamuning,GU,GUM01,22.0
2023-07-02,1:00,HNL,Daniel K Inouye International,Honolulu,HI,HNL03,35.0
2023-07-02,1:00,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area:  PreCheck,118.0
2023-07-02,1:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,3.0
2023-07-02,1:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,150.0
2023-07-02,1:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 4 Main,338.0
2023-07-02,1:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 5,75.0
2023-07-02,1:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 8,110.0
2023-07-02,1:00,JNU,Juneau International,Juneau,AK,JNU-01,1.0
2023-07-02,1:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - D,40.0
2023-07-02,1:00,LAS,Harry Reid International,Las Vegas,NV,Terminal 3 - E Upper,55.0
2023-07-02,1:00,LAX,Los Angeles International,Los Angeles,CA,TBIT Main Checkpoint,5.0
2023-07-02,1:00,LGA,LaGuardia,Flushing,NY,TB-CHK,10.0
2023-07-02,1:00,LGA,LaGuardia,Flushing,NY,TC CHK West,2.0
2023-07-02,1:00,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,5.0
2023-07-02,1:00,MIA,Miami International,Miami,FL,North 2,7.0
2023-07-02,1:00,MIA,Miami International,Miami,FL,South-J1,32.0
2023-07-02,1:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,17.0
2023-07-02,1:00,ORD,Chicago O'Hare International,Chicago,IL,10,231.0
2023-07-02,1:00,ORD,Chicago O'Hare International,Chicago,IL,4B,12.0
2023-07-02,1:00,ORD,Chicago O'Hare International,Chicago,IL,6A,17.0
2023-07-02,1:00,PDX,Portland International,Portland,OR,PDX A/B/C,1.0
2023-07-02,1:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,2.0
2023-07-02,1:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,7.0
2023-07-02,1:00,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,10.0
2023-07-02,1:00,PSE,Mercedita,Ponce,PR,Mercedita Airport,76.0
2023-07-02,1:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,115.0
2023-07-02,1:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint A,2.0
2023-07-02,1:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint G,2.0
2023-07-02,1:00,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,7.0
2023-07-02,1:00,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,310.0
2023-07-02,2:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,16.0
2023-07-02,2:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,143.0
2023-07-02,2:00,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,6.0
2023-07-02,2:00,DCA,Ronald Reagan Washington National,Arlington,VA,North Checkpoint,4.0
2023-07-02,2:00,DEN,Denver International,Denver,CO,South,137.0
2023-07-02,2:00,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,20.0
2023-07-02,2:00,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Red 3,27.0
2023-07-02,2:00,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,28.0
2023-07-02,2:00,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,4.0
2023-07-02,2:00,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,41.0
2023-07-02,2:00,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,151.0
2023-07-02,2:00,GUM,Guam International,Tamuning,GU,GUM01,46.0
2023-07-02,2:00,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area:  PreCheck,147.0
2023-07-02,2:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,44.0
2023-07-02,2:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 4 Main,233.0
2023-07-02,2:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 5,228.0
2023-07-02,2:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 8,13.0
2023-07-02,2:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - D,66.0
2023-07-02,2:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 1 - Passenger,19.0
2023-07-02,2:00,LGA,LaGuardia,Flushing,NY,TB-CHK,47.0
2023-07-02,2:00,LGA,LaGuardia,Flushing,NY,TC CHK West,4.0
2023-07-02,2:00,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,4.0
2023-07-02,2:00,MIA,Miami International,Miami,FL,North 2,28.0
2023-07-02,2:00,MIA,Miami International,Miami,FL,South-J1,19.0
2023-07-02,2:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,19.0
2023-07-02,2:00,ORD,Chicago O'Hare International,Chicago,IL,10,52.0
2023-07-02,2:00,ORD,Chicago O'Hare International,Chicago,IL,4B,24.0
2023-07-02,2:00,ORD,Chicago O'Hare International,Chicago,IL,6A,41.0
2023-07-02,2:00,PDX,Portland International,Portland,OR,PDX A/B/C,4.0
2023-07-02,2:00,PDX,Portland International,Portland,OR,PDX D/E,9.0
2023-07-02,2:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,25.0
2023-07-02,2:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,40.0
2023-07-02,2:00,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,27.0
2023-07-02,2:00,PSE,Mercedita,Ponce,PR,Mercedita Airport,1.0
2023-07-02,2:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,70.0
2023-07-02,2:00,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,301.0
2023-07-02,3:00,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,170.0
2023-07-02,3:00,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,9.0
2023-07-02,3:00,ALB,Albany International,Albany,NY,Main Checkpoint,58.0
2023-07-02,3:00,AMA,Rick Husband Amarillo International,Amarillo,TX,AMA30,57.0
2023-07-02,3:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,178.0
2023-07-02,3:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,385.0
2023-07-02,3:00,AUS,Austin-Bergstrom International,Austin,TX,AUS01,393.0
2023-07-02,3:00,AUS,Austin-Bergstrom International,Austin,TX,AUS02E,143.0
2023-07-02,3:00,AUS,Austin-Bergstrom International,Austin,TX,AUS02W,265.0
2023-07-02,3:00,AUS,Austin-Bergstrom International,Austin,TX,AUS03,116.0
2023-07-02,3:00,BDL,Bradley International,Windsor Locks,CT,A1,143.0
2023-07-02,3:00,BDL,Bradley International,Windsor Locks,CT,A2,3.0
2023-07-02,3:00,BFL,Meadows Field,Bakersfield,CA,BFL01,11.0
2023-07-02,3:00,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,Central,94.0
2023-07-02,3:00,BIL,Billings Logan International,Billings,MT,BILM,21.0
2023-07-02,3:00,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,56.0
2023-07-02,3:00,BLI,Bellingham International,Bellingham,WA,BLIZ,34.0
2023-07-02,3:00,BNA,Nashville International,Nashville,TN,BNA Central,691.0
2023-07-02,3:00,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,29.0
2023-07-02,3:00,BOS,General Edward Lawrence Logan International,East Boston,MA,B1,324.0
2023-07-02,3:00,BOS,General Edward Lawrence Logan International,East Boston,MA,B5,424.0
2023-07-02,3:00,BOS,General Edward Lawrence Logan International,East Boston,MA,C2,723.0
2023-07-02,3:00,BUF,Buffalo Niagara International,Cheektowaga,NY,Main Checkpoint,106.0
2023-07-02,3:00,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,B Checkpoint,151.0
2023-07-02,3:00,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,33.0
2023-07-02,3:00,CLE,Cleveland-Hopkins International,Cleveland,OH,South,84.0
2023-07-02,3:00,CLL,Easterwood Field,College Station,TX,CLL01,20.0
2023-07-02,3:00,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,71.0
2023-07-02,3:00,CLT,Charlotte/Douglas International,Charlotte,NC,C Checkpoint,65.0
2023-07-02,3:00,CMH,John Glenn Columbus International,Columbus,OH,A,107.0
2023-07-02,3:00,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,160.0
2023-07-02,3:00,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,41.0
2023-07-02,3:00,DCA,Ronald Reagan Washington National,Arlington,VA,North Checkpoint,75.0
2023-07-02,3:00,DEN,Denver International,Denver,CO,North,280.0
2023-07-02,3:00,DEN,Denver International,Denver,CO,South,
2023-07-02,3:00,DFW,Dallas-Fort Worth International,DFW Airport,TX,C21,308.0
2023-07-02,3:00,DFW,Dallas-Fort Worth International,DFW Airport,TX,C30,62.0
2023-07-02,3:00,DFW,Dallas-Fort Worth International,DFW Airport,TX,D30,81.0
2023-07-02,3:00,DFW,Dallas-Fort Worth International,DFW Airport,TX,E18,271.0
2023-07-02,3:00,DFW,Dallas-Fort Worth International,DFW Airport,TX,E8,82.0
2023-07-02,3:00,DLH,Duluth International,Duluth,MN,Checkpoint 1,10.0
2023-07-02,3:00,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),62.0
2023-07-02,3:00,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,163.0
2023-07-02,3:00,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Red 3,76.0
2023-07-02,3:00,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,211.0
2023-07-02,3:00,EUG,Mahlon Sweet Field,Eugene,OR,EUGZ,56.0
2023-07-02,3:00,EWN,Coastal Carolina Regional,New Bern,NC,Terminal,6.0
2023-07-02,3:00,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,586.0
2023-07-02,3:00,EWR,Newark Liberty International,Newark,NJ,CKPT-B1,330.0
2023-07-02,3:00,EWR,Newark Liberty International,Newark,NJ,CKPT-B2,3.0
2023-07-02,3:00,EWR,Newark Liberty International,Newark,NJ,CKPT-B3,3.0
2023-07-02,3:00,EWR,Newark Liberty International,Newark,NJ,CKPT-C1,281.0
2023-07-02,3:00,FAR,Hector International,Fargo,ND,Gate,52.0
2023-07-02,3:00,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,Terminal,12.0
2023-07-02,3:00,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,137.0
2023-07-02,3:00,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T3E Checkpoint,29.0
2023-07-02,3:00,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T3F Checkpoint,118.0
2023-07-02,3:00,FSD,Joe Foss Field,Sioux Falls,SD,Gate,77.0
2023-07-02,3:00,GEG,Spokane International,Spokane,WA,GEG-A/B,84.0
2023-07-02,3:00,GEG,Spokane International,Spokane,WA,GEGC,61.0
2023-07-02,3:00,GFK,Grand Forks International,Grand Forks,ND,Gate,41.0
2023-07-02,3:00,GRB,Green Bay/Austin Straubel International,Green Bay,WI,Concourse B,7.0
2023-07-02,3:00,GRK,Robert Gray AAF,Killeen,TX,GRK01,29.0
2023-07-02,3:00,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,68.0
2023-07-02,3:00,GSP,Greenville Spartanburg International,Greer,SC,Checkpoint,64.0
2023-07-02,3:00,GUM,Guam International,Tamuning,GU,GUM01,141.0
2023-07-02,3:00,HOU,William P Hobby,Houston,TX,CENTRAL,274.0
2023-07-02,3:00,HRL,Valley International,Harlingen,TX,HRL01,10.0
2023-07-02,3:00,IAD,Washington Dulles International,Dulles,VA,East Mezzanine,29.0
2023-07-02,3:00,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area:  PreCheck,264.0
2023-07-02,3:00,IAH,George Bush Intercontinental/Houston,Houston,TX,10/AN Terminal,171.0
2023-07-02,3:00,IAH,George Bush Intercontinental/Houston,Houston,TX,12/AS Terminal,288.0
2023-07-02,3:00,IAH,George Bush Intercontinental/Houston,Houston,TX,30/CN Terminal,97.0
2023-07-02,3:00,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,Wichita Main,78.0
2023-07-02,3:00,ILM,Wilmington International,Wilmington,NC,Terminal,5.0
2023-07-02,3:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,146.0
2023-07-02,3:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint B,190.0
2023-07-02,3:00,ISP,Long Island Mac Arthur,Ronkonkoma,NY,ISP East,53.0
2023-07-02,3:00,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,45.0
2023-07-02,3:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,4.0
2023-07-02,3:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 4 Main,379.0
2023-07-02,3:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 5,802.0
2023-07-02,3:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 8,234.0
2023-07-02,3:00,JNU,Juneau International,Juneau,AK,JNU-01,28.0
2023-07-02,3:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,502.0
2023-07-02,3:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - C,38.0
2023-07-02,3:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - CX,412.0
2023-07-02,3:00,LAS,Harry Reid International,Las Vegas,NV,Term 1 - D,329.0
2023-07-02,3:00,LAS,Harry Reid International,Las Vegas,NV,Terminal 3 - E Upper,164.0
2023-07-02,3:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 1 - Passenger,338.0
2023-07-02,3:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 1.5 – Passenger,212.0
2023-07-02,3:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 3 - Passenger,231.0
2023-07-02,3:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 4 - Passenger,60.0
2023-07-02,3:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 5 - Passenger,72.0
2023-07-02,3:00,LAX,Los Angeles International,Los Angeles,CA,Terminal 7 - Passenger,187.0
2023-07-02,3:00,LBB,Lubbock Preston Smith International,Lubbock,TX,LBBA,46.0
2023-07-02,3:00,LGA,LaGuardia,Flushing,NY,TA CHK,47.0
2023-07-02,3:00,LGA,LaGuardia,Flushing,NY,TB-CHK,504.0
2023-07-02,3:00,LGA,LaGuardia,Flushing,NY,TC CHK West,91.0
2023-07-02,3:00,MAF,Midland International Air And Space Port,Midland,TX,MAFA,38.0
2023-07-02,3:00,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,537.0
2023-07-02,3:00,MCO,Orlando International,Orlando,FL,EAST Checkpoint,356.0
2023-07-02,3:00,MCO,Orlando International,Orlando,FL,SOUTH Checkpoint,251.0
2023-07-02,3:00,MCO,Orlando International,Orlando,FL,WEST Checkpoint,393.0
2023-07-02,3:00,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,5.0
2023-07-02,3:00,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,644.0
2023-07-02,3:00,MEM,Memphis International,Memphis,TN,MEM-B,170.0
2023-07-02,3:00,MFR,Rogue Valley International - Medford,Medford,OR,MFRZ,151.0
2023-07-02,3:00,MHT,Manchester Boston Regional,Manchester,NH,Checkpoint,34.0
2023-07-02,3:00,MIA,Miami International,Miami,FL,Central-FA-Upper,18.0
2023-07-02,3:00,MIA,Miami International,Miami,FL,Central-G,115.0
2023-07-02,3:00,MIA,Miami International,Miami,FL,North 2,223.0
2023-07-02,3:00,MIA,Miami International,Miami,FL,South-J1,98.0
2023-07-02,3:00,MKE,General Mitchell International,Milwaukee,WI,CONC C,146.0
2023-07-02,3:00,MKE,General Mitchell International,Milwaukee,WI,CONC D,36.0
2023-07-02,3:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,North CP,53.0
2023-07-02,3:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,238.0
2023-07-02,3:00,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,T2 CP1,130.0
2023-07-02,3:00,MSY,Louis Armstrong New Orleans International,Kenner,LA,MSY01,461.0
2023-07-02,3:00,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,19.0
2023-07-02,3:00,OAK,Metropolitan Oakland International,Oakland,CA,TERM2,263.0
2023-07-02,3:00,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,195.0
2023-07-02,3:00,ONT,Ontario International,Ontario,CA,T2,264.0
2023-07-02,3:00,ONT,Ontario International,Ontario,CA,T4,50.0
2023-07-02,3:00,ORD,Chicago O'Hare International,Chicago,IL,1,43.0
2023-07-02,3:00,ORD,Chicago O'Hare International,Chicago,IL,10,117.0
2023-07-02,3:00,ORD,Chicago O'Hare International,Chicago,IL,4B,52.0
2023-07-02,3:00,ORD,Chicago O'Hare International,Chicago,IL,5,29.0
2023-07-02,3:00,ORD,Chicago O'Hare International,Chicago,IL,6A,106.0
2023-07-02,3:00,ORD,Chicago O'Hare International,Chicago,IL,7,241.0
2023-07-02,3:00,ORD,Chicago O'Hare International,Chicago,IL,7A,131.0
2023-07-02,3:00,ORD,Chicago O'Hare International,Chicago,IL,9,271.0
2023-07-02,3:00,PDX,Portland International,Portland,OR,PDX A/B/C,159.0
2023-07-02,3:00,PDX,Portland International,Portland,OR,PDX D/E,391.0
2023-07-02,3:00,PHL,Philadelphia International,Philadelphia,PA,Checkpoint B,217.0
2023-07-02,3:00,PHL,Philadelphia International,Philadelphia,PA,Checkpoint D\E,343.0
2023-07-02,3:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,277.0
2023-07-02,3:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,403.0
2023-07-02,3:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 C,353.0
2023-07-02,3:00,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 D,274.0
2023-07-02,3:00,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,238.0
2023-07-02,3:00,PNS,Pensacola International,Pensacola,FL,PNS-A,39.0
2023-07-02,3:00,PSC,Tri-Cities,Pasco,WA,PSC Main,36.0
2023-07-02,3:00,PSE,Mercedita,Ponce,PR,Mercedita Airport,66.0
2023-07-02,3:00,PVD,Rhode Island TF Green International,Warwick,RI,Checkpoint A,103.0
2023-07-02,3:00,PWM,Portland International Jetport,Portland,ME,Terminal 2,75.0
2023-07-02,3:00,RAP,Rapid City Regional,Rapid City,SD,1,32.0
2023-07-02,3:00,RDM,Roberts Field,Redmond,OR,RDMZ,20.0
2023-07-02,3:00,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,87.0
2023-07-02,3:00,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 2 Checkpoint,591.0
2023-07-02,3:00,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,124.0
2023-07-02,3:00,ROC,Frederick Douglass/Greater Rochester International,Rochester,NY,Checkpoint,79.0
2023-07-02,3:00,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,11.0
2023-07-02,3:00,SAN,San Diego International,San Diego,CA,CKPT-6,27.0
2023-07-02,3:00,SAT,San Antonio International,San Antonio,TX,SAT01,381.0
2023-07-02,3:00,SAT,San Antonio International,San Antonio,TX,SAT02,433.0
2023-07-02,3:00,SAV,Savannah/Hilton Head International,Savannah,GA,SAV-A,78.0
2023-07-02,3:00,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,51.0
2023-07-02,3:00,SBP,San Luis County Regional,San Luis Obispo,CA,SBP01,1.0
2023-07-02,3:00,SDF,Louisville Muhammad Ali International,Louisville,KY,SDF-A,89.0
2023-07-02,3:00,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,562.0
2023-07-02,3:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint B,206.0
2023-07-02,3:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint D,74.0
2023-07-02,3:00,SFO,San Francisco International,San Francisco,CA,Security Checkpoint F-1,194.0
2023-07-02,3:00,SHR,Sheridan County,Sheridan,WY,SHR 01,1.0
2023-07-02,3:00,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,30.0
2023-07-02,3:00,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,SJTA,36.0
2023-07-02,3:00,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,63.0
2023-07-02,3:00,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,
2023-07-02,3:00,SLC,Salt Lake City International,Salt Lake City,UT,Main,294.0
2023-07-02,3:00,SMF,Sacramento International,Sacramento,CA,Central B,103.0
2023-07-02,3:00,SMF,Sacramento International,Sacramento,CA,Terminal A,130.0
